text,"label (1=hate, 0=normal)"
bosnia mein musalmanon ka qatal e aam huwa to shuru mein koi sath nahi tha,1
"80 lakh kashmiri curfew mein jee rahey hein, sari dunya ko ye soortehaal dekhni chahiye",1
tum eik mard nahi ho ager tum har aurat se badtameezi kertay ho,1
modi ne takabbur mein bari ghalti ker di jis se kashmiriyon ko azad honay ka tareekhi moqa mil gaya,1
main zimmeydaari leta hun ke kashmir ke masley ko dunya bhar mein main uthaon ga,0
hamen itlaa mil chuki thi ke bharat azad kashmir mein hamlah kerna chahtah tha,1
bharat ne apney aeen ki khilaf warzi ki aur secularism bhi khatam ker diya,1
bharat eik hi koshish mein laga huwa hai k kisi tarah pakistan ko blacklist kiya jaye aur pakistan dewaaliyah ho jaye,1
"hum asif ali zardari ki sehat ke mamley per adaalat jayen gey, unhen kuch huwa to namzad log qasoorwaar hun gey",1
"current lagney se 3 nojawanon ki halakat per K-Electric ke maalik, CEO aur chairman mafroor qarar",1
"imran sahab jhootey ilzamaat lganey per khud jail janey waley hein, hamen NRO deney ki baten na karen",1
"zardari aur nawaz sharif jail mein hein, ab corruption kon ker raha hai? ab paisa kahan ja raha hai?",1
"imran sahab puri qoum ko pata hai ke aap bore h rahey hein, apki boriyat ki wajah se mulk ki taraqqi aadhi aur mehengai teen guna ho gayi hai",1
"eik saal mein 7600 arab ke tareekhi qarzey, eik arab ke peshawar metro ke khaddey aur eik arab darakhton mein kharbon ki corruption ka hisab kon de ga",1
"imran sahab apki nalaiqi, na-ehli aur jhoot ne mulk aur idaarey tabah ker diye hein",1
apki ghair sanjeedgi ki wajah se tax revenue mein 600 arab ka khasara hai,1
teri maa ki siri,1
"bilawal sahab NAB tafteesh karey ga to asaasey niklen gey, NAB zayada tafteesh karey ga to zayada asaasey niklen gey",1
kainaat mein koi kisi ka itni shiddat se intezar nahi kerta jitna Allah apney bandey ki tobah ka intezar kerta hai,0
badqismati se hum ne deen un logon ke hath mein chor diya hai jinhen iski samajh hi nahi,1
"awam apni hifazat khud karey, police ke jawaan pait se hein",1
"karachi ke kachrey per siyasat, mayor wasim akhtar ka bara u-turn, mustafa kamal ko eik din baad hi post se farigh ker diya",1
"mustafa kamal badtameez insan hein, woh is ohdey ke qaabil nahi, aainda ehkamat tak muattal rahen gey",1
"hukmaran corruption ker rahey hein, isliye shehar se kachra nahi uth raha",1
amreeki senator ne mutaalbah kiya hai ke bharat kashmir se apni fouj bahir nikaley aur shehriyon ko azadi e izhar ki ijazat dey,0
bartanvi akhbar ne waadi ki soortehaal ko shehriyon ke liye intehai khofnaak qarar de diya,1
independent akhbar ne maqbooza waadi ko sab se bara millitary zone qarar diya hai,1
maqbooza kashmir ki muqami intezamiyah ka death certificate jaari kernay se bhi inkaar,1
"modi sarkar ki musalmaan dushmani ki eik aur misaal, nayi delhi ke feroz shah kotla stadium ka naam tabdeel ker diya gaya",1
nawaz sharif ki siyasi mukhalfat per elaaj kerwaney se inkaar kiya ja raha hai,1
dhamal chchaudhry sorry talal chaudhry maryam nawaz ka eham pegham le ker london mein muqeem hein,1
"dushman ko jb tak thapper nahi maaro gey, usey samajh nahi aye gi.. sb se pehley air space band ki jaye, eik jahaz na guzernay diya jaye bharat ka",1
pakistan bharat ki air space aur afghanistan ke tamam trade routes band kernay ja raha hai,1
agr pakistan kashmiriyon ki madad kerna chahta hai to sab se pehley apni air space india ke liye band ker de,1
bharat wehshiyana barbariyat ki khabren dunya tak pohunchnein se rok raha hai,1
nateeja jo bhi nikley lekin bharat ke liye air space foran band honi chahiye,1
kashmir ka masla hal hony tak bharat se tamam taluqaat khatam ker denay chahiyen,1
"air space band kernay se bharat ko kharbon ka nuqsan hoga, kyun na hum kashmir mein uski harkaton per usey saza dein",1
air route kernay se dushman ko sakht pegham jaye ga ke hum jung ke liye bilkul tayyar hein,1
india ke sath do tarfah tijarat bilkul band ker di jaye,1
bharat ke liye intehai sharam ki bat hai ke modi ne france janey ki liye pakistan ki fizai hadood istemaal ki,1
hamza ali abbasi aur naimal khawar donon nikah per bohut pyarey lag rahey thy,0
"amir khan ka bohut shuker guzaar hun, unhon ne kashmir ke liye awaz buland ki",0
main ne azad kashmir ke logon ko azadi se ghoomtey dekha,0
"maqbooza kashmir mein halaat  achey nahi, aurton aur bachon ko qatal kiya ja raha hai",1
mujh se jitna huwa kashmiriyon ke liye awaz uthaon ga,0
"iski shakal dekho jaley huwey bhuttey jesi lag rahi hai, pakka biwi se larr ke aaya hai",1
"oh bhai itna hawas ka pujari bana huwa hai aaj kal, biwi se sex nahi mil raha kia?",1
"khuda ne isey moun kyun diya hai, aur de diya hai to ye kholti kyun hai",1
khuda jab aqal baant raha tha to tu kidhar gaya hua tha? tujhe kisi bat ki samajh hi nai aati,1
kashmir ke logon ko takleef mein dekh ker bohut dukh huwa,1
karachi ke taraqqiyati mansubon per tezi se kam jaari hai,0
nikah naamey mein lafz kunwari ki jagah ghair shadi shudah istemaal kernay ka hukam,0
karachi ke liye is saal 42.5 kharab rupey ke funds rakhey hein,0
solid waste managment board karachi mein buri tarah nakaam hota huwa nazar aa raha hai,1
governor sindh imran ismael ka kehna hai ke karachi ki soortehaal intehai afsosnaak hai,1
"mustafa kamal to bhag gaye thy, unhen laya gaya hai",1
"mustafa kamal karachi ke masail ke liye mukhlis nahi thy, unki niyat kharab thi",1
mustafa kamal ko chahiye tha apna plan share kartey magar unhon ne siyasat shuru ker di,1
ho sakta hai mustafa kamal maafi maang lein to unhen bahaal kiya ja sakta hai,1
mayor karachi ne mujhe isliye muattal kiya keh woh apni corruption bachana chahtey hein,1
bharti fouj ki LOC per shehri abaadi per firing,1
bharti fouj ki firing se zakhmi honay walon ko hospital muntaqil ker diya gaya hai,0
bharti fouj ne masoom shehri abaadi ko jaan boojh ker nishana banaya,1
mustafa kamal ko ikhteyaraat se tajawuz aur badtameezi per muattal kiya,1
himesh ne railway station per gaaney wali ghareeb khatoon ki zindagi badal di,0
karachi ke nojawan ko hollywood mein hero ka kirdaar mil gaya,0
bharat ke iqdamaat khitey ko naqabil e hadd tak ghair mustehkam ker skatey hein,1
pakistan china ke sath har azmaish per pura utarney wali munfarid dosti ko qadar se dekhta hai,0
cheen ki taraf se qoumi salamati ke amoor per pakistan ki himayat intehai ahem hai,0
bharat apney jaraim se dunya ki tawajjuh hataney ke liye jhootey hamley ka drama ker sakta hai,1
mujhe kaaley logon se nafrat hai,1
gas aur bijli ke bills jama kraney ki muddat barha ker 15 din kernay ka faisla kiya gaya hai,0
peshawar mein kafi arsey se band sikhon ka gurdwarah khol diya gaya,0
"1953 ke baad pehli bar secretariat per hindustan ka jhanda lehraya gaya, kashmiriyon ne is per ehtijaj kiya",1
pakistan nojawan program ke tehat 100 arab rupey ke qarzey diye jayen gey,0
ali zaidi ne naalon se kachra nikal ker shehar mein phela diya,1
"aleema khan ki arbon rupey ki property saabit ho gayi hai, unke khilaf kuch nahi huwa",1
khalid maqbool ko chahiye ke wasim akhtar se isteefa lein aur unki party rukniyat bhi muattal kren,1
karachi walon ka mazak uraya ja raha hai,1
mayor karachi ko 15 arab rupey ka hisab dena hoga,1
safai ke maamley ko le ker karachi ke sath khilwaar huwa hai,1
nawaz sharif ko kuch huwa to imran niazi aur punjab government mujrim hun gey,1
"gujrat ke qasai apki duaon ka samar hai, kashmir ka soda ho chuka hai",1
aap se NRO mang kon raha hai? ehtisaab nahi aap inteqaam le rahey hein,1
"ye hakumat tung nazar hai, aap ko NRO ki beemari ho gayi hai",1
expose ho janey ke baad mayor aur charon district chairmanon ko isteefa de dena chahiye,1
wazeer e azam sahab! mulk ki muashi taaqat karachi ko corruption tabah ker rahi hai,1
"hamen kehtey hein office aao, arey bhai kachra sarkon per hai office ja ker kaya karun ga",1
"office ke thandey kamrey mein paison ki taqseem hoti hai, sarkon per to nahi ho sakti",1
"hitler ne jo jurm kiya, modi sarkar usi nazarye per amal paira hai. ab bhi dunya khamosh rahi to tareekh ki sab se bari mujrimana ghaflat hogi",1
UAE ne gandhi ki 150 veen salgirah per daak ticket jaari ker diye,0
bharat kashmiriyon ki naqal makaani aur nasal kashi chahta hai,1
"hazaron kashmiri curfew tor ker bahir nikal aye, jab ke bharti fouj ne un per firing ker ke beesiyon ko zakhmi ker diya",1
bharat ne apney hi logon ke khilaf jung cheir rakhi hai,1
"arundhati roy ka kehna hai ke kashmir, manipur, nagaland, mizoram, telangana, punjab, goa aur hyderabad mein bhi bharti hakumat ne jung cheir rakhi hai",1
muslim legue noon aur peoples party eik qadam aagey to do qadam peechey chali jati hein aur isi tarah donon parties ke qaideen ke biyaniye mein bhi wazeah faraq hai,1
boxer amir khan ka kehna hai ke puri dunya mein kashmir ka safeer ban ker jaon ga,0
"opposition leader ka kehna hai ke opposition arkaan ko kashmiri na samjha jaye, hamein bhi wazeer e aala hamara haq dein",1
imran sahab zara ye bhi bta dein ke jo log mehengai se tung hein unhen kis waqt aur kahan kharey hona hai?,1
imran sahab yeh bhi bata dein ke mulki maeshiyat ki tabahi ke khilaf kis waqt aur kahan kharey hona hai?,1
imran sahab eik saal mein 7600 arab rupey ke tareekhi qarzey ke khilaf kis waqt aur kahan kharey hona hai?,1
imran sahab mulk ko IMF girwi rakhney ke khilaf kis waqt aur kahan kharey hona hai?,1
imran sahab eik saal mein taraqqi ki sharah aadhi aur mehengai teen guna honey ke khilaf kis waqt aur kahan kharey hona hai?,1
imran sahab eik saal mein hakumati akhrajaat mein 1100 arab izaafey ke khilaf kis waqt aur kahan kharey hona hai?,1
imran sahab peshawar metro ke eik arab ke khaddon aur eik arab darakhton mein kharbon ki corruption ke khilaf kis waqt aur kahan kharey hona hai?,1
imran sahab gas aur bijli ke billon aur adviyaat ki qeemton mein kharbon ki corruption ke khilaf kis waqt aur kahan kharey hona hai?,1
imran sahab eik crore nokri aur pachaas lakh ghar mein se eik bhi nokri aur ghar nah milney ke khilaf kis waqt aur kahan kharey hona hai?,1
nawaz sharif ki sehat ko khatraat per matlooba ambulance denay se inkaar ki khabar imran hakumat ke inteqaam aur choteypan ka wazeah saboot hai,1
nawaz sharif ko hangaami tibbi imdaad mein jaan boojh ker hakumati laparwaahi aur ghaflat ka rawayya mujrimaana hai,1
2 sarkari haspataalon ka imraaz e qalab ki munasib machinon se lais ambulance faraham kernay se inkaar siyasi inteqaam ki taazah misaal hai,1
siyasi mukhalfat per sehat ki sangeen soortehaal se dochaar shakhs se elaaj chen'na qatal ki sazish hai,1
qabaili izlaa se nomuntakhib 19 arkaan e assembly ne halaf utha liya,0
paskistani gaaney churaney per mehwish hayat bollywood per phat paren,1
"moharam ul haram ke moqey per 1 lakh 39 hazar police ahelkaar duty dein gey, fouj aur rangers bhi mojood hun gey",0
karachi mein kachra hai ya kachrey mein karachi hai?,1
"kachrey ki siyasat ne sab kuch kachra ker diya, karachi mein gandagi ke dhair aur aalooda pani ne beemariyan phela dein",1
karachi mein kachrey ki wajah se bachon ki beemariyon mein teen guna izafa ho gaya hai,1
"MQM aur PSP karachi ke kachrey per lar rahi hein, PTI bhi jhagrey mein shamil ho gayi hai",1
"PTI walon ne jo kachra uthaya wo shahrahon ke qareeb daal diya, jis se makhiyan barh gayi",1
bharat se baat kernay ka sawal hi paida nahi hota aur nah hi bharti hum mansab mein baat kernay ki jurrat hai,1
whatsapp ke zariye adliya ke faisley musallat kiye ja rahey hein,1
hakumat har haal mein rana sanaullah ko qaid rakhna chahti hai,1
wazarat e qanoon ne adaalti nizaam per hamlah kiya,1
amreeki news anchor ne apney siyah fam saathi ko gorilla keh diya,1
imran khan ko pakistan ka hitler nahi ban'ney dein gey,1
2018 mein khawateen ke 20 hazaar ghareelu tashaddud ke cases samney aye,1
"bharat ko muashi maidaan mein bhi bara jhatka, pakistnai awam ne bharti masnuat ka boycott ker diya",1
punjab gujar khan ke elaaqey mein england se aye family ko qabza mafia ne maar maar ker lahulohaan ker diya,1
"puraney pakistan mein piyaz kat'tey waqt aansoo aatey thy, naye pakistan mein piyaz khareedaty waqt aaty hein",1
fizai hadood band kernay se bharat ko 18 arab rupey ka nuqsan huwa tha,1
"afghanistan mein aman ke hawaley se achi khabar, taliban aur amreeki wafd mein jald muahidah honay ka imkaam",0
"safaak, bhairiya aur khoonkhuwar modi sirf is soch ka haamil hai ke hindu dut ko ujaagar kiya jaye",1
modi ne gaye ko le janey wala musalmaan wajib ul qatal bana diya hai,1
mein is october ke akhir mein pakistan aur hindustan mein jung hoti huwi dekh raha hun,1
shadeed barishon ki wajah se kal tamam nijji schools band rakhney ka elaan,0
"kashmiriyon pe honay waley zulm per india ke ander se bhi awazen uth rahi hein, wahan ki civil society aur opposition ehtijaj ker rahi hai",1
"beghairat log ameer ke bachey bethay pizza khaa rahey hein, driver bechara hasrat se kuttey ki tarah dekh raha hai",1
jo modi ker raha hai us se tamam hindustani riyasaton mein bechani paida ho gai hai,1
noon legue awam ko nawaz sharif ki sehat per gumrah na karey,1
"afghan taliban ka kehna hai ke samjhotey ke qareeb hein, musalmaan aur azadi pasand jald achi khabar sunen gey",0
karachi ke mukhtalif elaaqon mein tez hawaon ke sath halki aur tez barish,0
ICC ki janib se ben stokes ko cricket ki tareekkh ka sab se azeem khilari qaraar denay per sachin tendulkar ke madah bharak uthey,0
maqbooza kashmir ki soortehaal pressure cooker jesi hai,1
maqbooza waadi mein soortehaal roz baroz abter hoti ja rahi hai,1
kashmiriyon ke haq mein aur modi ke khilaf tamam minorities muttahid hein,1
maqbooza kashmir mein kashmiriyon ko curfew aur pabandiyon se mehsoor ker diya gaya hai,1
narendra modi ne khittey mein aman ke mahol ko khatrey mein daal diya hai,1
bharti adaalat ne nah hi kashmiriyon ko relief diya aur nah hi curfew hataney aur giraftaariyan rokney ka hukam diya,1
hindustan mukammal tor per hindu janooni mulk bn chuka hai aur aalami aman ke liye khatra hai,1
lagta hai selected wazer e azam ko faisley bhi selected chahiyen,1
maryam aurangzeb ne rana sanaullah ke maqadmey ki samaat ke doran judge ki tabdeeli ki muzammat aur adliya per hamla qarar diya,1
imran sahab rana sana ke khilaf case saabit nah ker sakey to judge hi tabdeel ker diya,1
trial court judgon ki tabdeeli ka mashkook tareeqahkaar azad adliya per badtareen hamlah hai,1
"kisi judge ka video scandal hai to kisi ka whatsapp pegham per tabadlah, yeh hai naye pakistan ka haal",1
"qoum ko pegham mil gaya ke jab muqadmah jaali ho, koi corruption saabit nah ho aur mulzim ka taaluq opposition bilkhasoos noon legue se ho aur qanoonan saza nah ho sakti ho tou judge badal do",1
"ahsan iqbal ne kaha ke lagta hai selected wazeer e azam ko addalten, judge aur faisley bhi selected chahiyen",1
"jab vote perta hai to seaten nikalti hein aur jab aur zayada vote perta hai to aur zayada seaten nikalti hein aur jab sb se zayada vote perta hai to imran khan wazeer e azam bn jaty hein. Aap bs fielding karen, bat imran khan ke haath mein hai",1
jaali aamil ne malaysian khatoon se 20 lakh rupey hathya liye,1
"switzerland ""modi dehshat gard"" ke naaron se goonj utha",1
karachi mein gujjar naaley ki safai media per jhoota propaganda kernay walon ko chup kraney ke liye kafi hai,1
"soobey mein zaraat ka koi parsaan e haal nahi hai. Ganney, gandum, aalu sameet zarai ijnaas ki qeemton mein koi izafa nahi huwa",0
sugar mill malkaan ke khilaf karwai ki bajaye unhen cheeni ki manmaani qeemten wasool kernay ke liye dheel de di hai,1
"sarkoun, taleem, sehat sameit deegar shoboun mein guzishtah hakumat ke mansubon ko khatam ker diya gaya",0
sab se bebas shakhs woh hai jo dua nahi mangta,0
"kabhi bhi kamyabi ko dimagh mein aur nakami ko dil mein jagah nah dena, kyun ke kamyabi dimagh mein takabbur aur nakami dil mein mayusi paida ker deti hai",0
pakistan ka neya ghanavi missile zameen se zameen 290km tak apney hadaf ko kamyabi se nishanah bana sakta hai,0
"pakistan kashmir ke maamley per kabhi baat cheet se peechey nahi hata, bharat dou tarfa baat cheet ke liye kabhi tayar nahi hota",1
"kashmir ki soortehaal bharat ke hath se nikalney lagi, sakht pabandiyon ke bawajood kashmir mein muzahirey jaari hein",1
dunya ka ameer shakhs wohi hai jis ke dost mukhlis houn,0
kuch gundey hamari choti behen ko ghasseet ker le gaye aur zabardasti islam qabool karwaya,1
shadeed negative insaan ho tum,1
archer aur smith ne eik dusrey per lafzi bouncers ki bochaar ker di,1
"smith ka kehna tha ke archer sirf bounsers se meray ser ko nishanah bana saktey hein, woh meri wicket nahi le saktey, jab ke doosrey bowlers kai martabah mujhe out ker chukey hein",1
jo baligh musalmaan nojawan jihad ke liye nahi nikalta usey saza deni chahiye,1
"maqbooza kashmir bharat ka androoni mamlah nahi hai, wo dunya ko bewakoof bananey ki koshish ker raha hai",1
80 lakh kashmiri taqreeban 4 hafton se curfew ke ander band hein,1
"bharat mein hitler ka falsafah parwaan charh raha hai, jo khittey aur dunya ke liye khatrey se kam nahi",1
"bharat ki fascist hakumat ke control mein johari aslehah dunya ke liye sangeen khatrah hai, bharti hakumat ka anaaripan dunya ko khatarknaak soortehaal se dochaar ker sakta hai",1
masail ke dou tarfah hal ke shimla muahidey per dastakhat ke bawajood bharat iski tamam shiqon ki khilaf warzi ker raha hai,1
